PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37760190","Guar-Based Injectable Hydrogel for Drug Delivery and In Vitro Bone Cell Growth","Poudel H, RanguMagar AB, Singh P, Oluremi A, Ali N, Watanabe F, Batta-Mpouma J, Kim JW, Ghosh A, Ghosh A.","Bioengineering (Basel). 2023 Sep 15;10(9):1088. doi: 10.3390/bioengineering10091088.","Poudel H","Bioengineering (Basel)","2023","2023/09/28","PMC10525255","","10.3390/bioengineering10091088"
"37367170","Synthesis and Characterization of Hydrogel Droplets Containing Magnetic Nano Particles, in a Microfluidic Flow-Focusing Chip","Moharramzadeh F, Seyyed Ebrahimi SA, Zarghami V, Lalegani Z, Hamawandi B.","Gels. 2023 Jun 19;9(6):501. doi: 10.3390/gels9060501.","Moharramzadeh F","Gels","2023","2023/06/27","PMC10297921","","10.3390/gels9060501"
"30181472","Magnetogels: Prospects and Main Challenges in Biomedical Applications","Veloso SRS, Ferreira PMT, Martins JA, Coutinho PJG, Castanheira EMS.","Pharmaceutics. 2018 Sep 4;10(3):145. doi: 10.3390/pharmaceutics10030145.","Veloso SRS","Pharmaceutics","2018","2018/09/06","PMC6161300","","10.3390/pharmaceutics10030145"
"31010054","Current State and Future Perspectives on Gastroretentive Drug Delivery Systems","Tripathi J, Thapa P, Maharjan R, Jeong SH.","Pharmaceutics. 2019 Apr 20;11(4):193. doi: 10.3390/pharmaceutics11040193.","Tripathi J","Pharmaceutics","2019","2019/04/24","PMC6523542","","10.3390/pharmaceutics11040193"
"37111728","Magnetic Gels in Skin Cancer Treatment: A Review of Potential Applications in Diagnostics, Drug Delivery and Hyperthermia","Bruschi ML, de Souza Nunes GC.","Pharmaceutics. 2023 Apr 14;15(4):1244. doi: 10.3390/pharmaceutics15041244.","Bruschi ML","Pharmaceutics","2023","2023/04/28","PMC10143045","","10.3390/pharmaceutics15041244"
"24015380","Superporous hybrid hydrogels based on polyacrylamide and chitosan: Characterization and in vitro drug release","Nagpal M, Singh SK, Mishra D.","Int J Pharm Investig. 2013 Apr;3(2):88-94. doi: 10.4103/2230-973X.114906.","Nagpal M","Int J Pharm Investig","2013","2013/09/10","PMC3757904","","10.4103/2230-973X.114906"
"34450141","Dual stimuli-sensitive carrageenan-based formulation for additive manufacturing","Gholamipour-Shirazi A, Norton IT, Mills T.","Int J Biol Macromol. 2021 Oct 31;189:370-379. doi: 10.1016/j.ijbiomac.2021.08.127. Epub 2021 Aug 24.","Gholamipour-Shirazi A","Int J Biol Macromol","2021","2021/08/27","","","10.1016/j.ijbiomac.2021.08.127"
"40105771","Magnetic manipulation of liquid-wrapped hydrogels","Banerjee U, Misra S, Mitra SK.","Soft Matter. 2025 Apr 16;21(16):2994-3004. doi: 10.1039/d4sm01523a.","Banerjee U","Soft Matter","2025","2025/03/19","","","10.1039/d4sm01523a"
"41209709","Precision theranostics in cervical Cancer: Harnessing stimuli-responsive hydrogels for tumor microenvironment-targeted therapy and diagnosis","Zhang Y, Lu Y, Li S, Zheng F, Dong Y, Tang H, Wang X, Wang J.","Mater Today Bio. 2025 Oct 14;35:102392. doi: 10.1016/j.mtbio.2025.102392. eCollection 2025 Dec.","Zhang Y","Mater Today Bio","2025","2025/11/10","PMC12590152","","10.1016/j.mtbio.2025.102392"
"40558724","Multifunctional Hydrogels for Advanced Cancer Treatment: Diagnostic Imaging and Therapeutic Modalities","Lee KK, Go K, Lee E, Kim H, Kim S, Kim JH, Chae MS, Jeong JO.","Gels. 2025 Jun 1;11(6):426. doi: 10.3390/gels11060426.","Lee KK","Gels","2025","2025/06/25","PMC12191913","","10.3390/gels11060426"
"30920515","The Potential of Stimuli-Responsive Nanogels in Drug and Active Molecule Delivery for Targeted Therapy","Vicario-de-la-Torre M, Forcada J.","Gels. 2017 May 8;3(2):16. doi: 10.3390/gels3020016.","Vicario-de-la-Torre M","Gels","2017","2019/03/29","PMC6318695","","10.3390/gels3020016"
"21808638","Smart Magnetically Responsive Hydrogel Nanoparticles Prepared by a Novel Aerosol-Assisted Method for Biomedical and Drug Delivery Applications","El-Sherbiny IM, Smyth HD.","J Nanomater. 2011 Jan 1;2011(2011):1-13. doi: 10.1155/2011/910539.","El-Sherbiny IM","J Nanomater","2011","2011/08/03","PMC3146763","NIHMS295880","10.1155/2011/910539"
"30674163","On the Mechanism of Drug Release from Polysaccharide Hydrogels Cross-Linked with Magnetite Nanoparticles by Applying Alternating Magnetic Fields: the Case of DOXO Delivery","Uva M, Mencuccini L, Atrei A, Innocenti C, Fantechi E, Sangregorio C, Maglio M, Fini M, Barbucci R.","Gels. 2015 May 20;1(1):24-43. doi: 10.3390/gels1010024.","Uva M","Gels","2015","2019/01/25","PMC6318587","","10.3390/gels1010024"
"41323465","Microenvironment-responsive peptide hydrogels: molecular mechanisms, design and frontiers","Ma XK, Cao B, Liu X.","Front Bioeng Biotechnol. 2025 Nov 13;13:1692319. doi: 10.3389/fbioe.2025.1692319. eCollection 2025.","Ma XK","Front Bioeng Biotechnol","2025","2025/12/01","PMC12657446","","10.3389/fbioe.2025.1692319"
"21501097","Using quantitative magnetic resonance methods to understand better the gel-layer formation on polymer-matrix tablets","Mikac U, Kristl J, Baumgartner S.","Expert Opin Drug Deliv. 2011 May;8(5):677-92. doi: 10.1517/17425247.2011.566554. Epub 2011 Mar 29.","Mikac U","Expert Opin Drug Deliv","2011","2011/04/20","","","10.1517/17425247.2011.566554"
"30019005","Pulsatile Chemotherapeutic Delivery Profiles Using Magnetically Responsive Hydrogels","Emi TT, Barnes T, Orton E, Reisch A, Tolouei AE, Madani SZM, Kennedy SM.","ACS Biomater Sci Eng. 2018 Jul 9;4(7):2412-2423. doi: 10.1021/acsbiomaterials.8b00348. Epub 2018 May 15.","Emi TT","ACS Biomater Sci Eng","2018","2018/07/19","PMC6039960","","10.1021/acsbiomaterials.8b00348"
"8968526","Synthesis and characterization of pH-sensitive poly(organophosphazene) hydrogels","Allcock HR, Ambrosio AM.","Biomaterials. 1996 Dec;17(23):2295-302. doi: 10.1016/0142-9612(96)00073-7.","Allcock HR","Biomaterials","1996","1996/12/01","","","10.1016/0142-9612(96)00073-7"
"39852038","Three-Dimensional Printable Magnetic Hydrogels with Adjustable Stiffness and Adhesion for Magnetic Actuation and Magnetic Hyperthermia Applications","Xuan X, Li Y, Xu X, Pan Z, Li Y, Luo Y, Sun L.","Gels. 2025 Jan 15;11(1):67. doi: 10.3390/gels11010067.","Xuan X","Gels","2025","2025/01/24","PMC11764729","","10.3390/gels11010067"
"33062189","Design of Thermoresponsive Polyamine Cross-Linked Perfluoropolyether Hydrogels for Imaging and Delivery Applications","Herneisey M, Salcedo PF, Domenech T, Bagia C, George SS, Tunney R, Velankar S, Hitchens TK, Janjic JM.","ACS Med Chem Lett. 2020 Aug 11;11(10):2032-2040. doi: 10.1021/acsmedchemlett.0c00198. eCollection 2020 Oct 8.","Herneisey M","ACS Med Chem Lett","2020","2020/10/16","PMC7549269","","10.1021/acsmedchemlett.0c00198"
"41506141","Spatiotemporal controlled disintegration enabling injected magnetic hydrogel for percutaneous hepatocellular carcinoma treatment","Chen B, Xing H, Liu X, Hu J, Dong L, Yan X, Song Y, Lu Y.","Biomaterials. 2025 Dec 26;329:123952. doi: 10.1016/j.biomaterials.2025.123952. Online ahead of print.","Chen B","Biomaterials","2025","2026/01/08","","","10.1016/j.biomaterials.2025.123952"
"28809338","""Smart"" Materials Based on Cellulose: A Review of the Preparations, Properties, and Applications","Qiu X, Hu S.","Materials (Basel). 2013 Feb 28;6(3):738-781. doi: 10.3390/ma6030738.","Qiu X","Materials (Basel)","2013","2017/08/16","PMC5512797","","10.3390/ma6030738"
"19354246","A collagen-mimic dendrimer capable of controlled release","Kojima C, Tsumura S, Harada A, Kono K.","J Am Chem Soc. 2009 May 6;131(17):6052-3. doi: 10.1021/ja809639c.","Kojima C","J Am Chem Soc","2009","2009/04/10","","","10.1021/ja809639c"
"18958404","Towards more realistic in vitro release measurement techniques for biodegradable microparticles","Klose D, Azaroual N, Siepmann F, Vermeersch G, Siepmann J.","Pharm Res. 2009 Mar;26(3):691-9. doi: 10.1007/s11095-008-9747-4. Epub 2008 Oct 29.","Klose D","Pharm Res","2009","2008/10/30","","","10.1007/s11095-008-9747-4"
"23244711","Synthesis, characterization and in vitro studies of doxorubicin-loaded magnetic nanoparticles grafted to smart copolymers on A549 lung cancer cell line","Akbarzadeh A, Samiei M, Joo SW, Anzaby M, Hanifehpour Y, Nasrabadi HT, Davaran S.","J Nanobiotechnology. 2012 Dec 18;10:46. doi: 10.1186/1477-3155-10-46.","Akbarzadeh A","J Nanobiotechnology","2012","2012/12/19","PMC3605180","","10.1186/1477-3155-10-46"
"39195070","Analysis of Structural Changes of pH-Thermo-Responsive Nanoparticles in Polymeric Hydrogels","Ruiz-Virgen L, Hernandez-Martinez MA, Martínez-Mejía G, Caro-Briones R, Herbert-Pucheta E, Río JMD, Corea M.","Gels. 2024 Aug 20;10(8):541. doi: 10.3390/gels10080541.","Ruiz-Virgen L","Gels","2024","2024/08/28","PMC11353694","","10.3390/gels10080541"
"41263503","Magnetic Responsive Hydrogel Beads for Efficient Droplet Manipulation on Superhydrophobic Platforms","Zhou W, Zhao Z, Wang S, Zhang C, Fu C, Guo Z.","Small. 2026 Jan;22(3):e11355. doi: 10.1002/smll.202511355. Epub 2025 Nov 20.","Zhou W","Small","2026","2025/11/20","","","10.1002/smll.202511355"
"28636894","Effects of HPMC substituent pattern on water up-take, polymer and drug release: An experimental and modelling study","Caccavo D, Lamberti G, Barba AA, Abrahmsén-Alami S, Viridén A, Larsson A.","Int J Pharm. 2017 Aug 7;528(1-2):705-713. doi: 10.1016/j.ijpharm.2017.06.064. Epub 2017 Jun 19.","Caccavo D","Int J Pharm","2017","2017/06/22","","","10.1016/j.ijpharm.2017.06.064"
"32263432","Shaped stimuli-responsive hydrogel particles: syntheses, properties and biological responses","Xue B , Kozlovskaya V , Kharlampieva E .","J Mater Chem B. 2017 Jan 7;5(1):9-35. doi: 10.1039/c6tb02746f. Epub 2016 Nov 30.","Xue B","J Mater Chem B","2017","2020/04/09","","","10.1039/c6tb02746f"
"40945308","Solid-state NMR spectroscopy for unraveling structure and dynamics in biomaterials","Yadav R, Patra B, Rai R, Sinha N, Singh C.","Solid State Nucl Magn Reson. 2025 Dec;140:102045. doi: 10.1016/j.ssnmr.2025.102045. Epub 2025 Sep 9.","Yadav R","Solid State Nucl Magn Reson","2025","2025/09/13","","","10.1016/j.ssnmr.2025.102045"
"10571925","19F-MRI in vivo determination of the partial oxygen pressure in perfluorocarbon-loaded alginate capsules implanted into the peritoneal cavity and different tissues","Nöth U, Gröhn P, Jork A, Zimmermann U, Haase A, Lutz J.","Magn Reson Med. 1999 Dec;42(6):1039-47. doi: 10.1002/(sici)1522-2594(199912)42:6<1039::aid-mrm8>3.0.co;2-n.","Nöth U","Magn Reson Med","1999","1999/11/26","","","10.1002/(sici)1522-2594(199912)42:6<1039::aid-mrm8>3.0.co;2-n"
"20352532","Novel application of MRI technique combined with flow-through cell dissolution apparatus as supportive discriminatory test for evaluation of controlled release formulations","Dorozyński PP, Kulinowski P, Mendyk A, Młynarczyk A, Jachowicz R.","AAPS PharmSciTech. 2010 Jun;11(2):588-97. doi: 10.1208/s12249-010-9418-8. Epub 2010 Mar 30.","Dorozyński PP","AAPS PharmSciTech","2010","2010/03/31","PMC2902324","","10.1208/s12249-010-9418-8"
"23154448","Poly(acrylic acid) modified lanthanide-doped GdVO4 hollow spheres for up-conversion cell imaging, MRI and pH-dependent drug release","Kang X, Yang D, Dai Y, Shang M, Cheng Z, Zhang X, Lian H, Ma P, Lin J.","Nanoscale. 2013 Jan 7;5(1):253-61. doi: 10.1039/c2nr33130f. Epub 2012 Nov 16.","Kang X","Nanoscale","2013","2012/11/17","","","10.1039/c2nr33130f"
"27051627","Self-assembled supramolecular hydrogel based on PCL-PEG-PCL triblock copolymer and γ-cyclodextrin inclusion complex for sustained delivery of dexamethasone","Khodaverdi E, Gharechahi M, Alibolandi M, Tekie FS, Khashyarmanesh BZ, Hadizadeh F.","Int J Pharm Investig. 2016 Apr-Jun;6(2):78-85. doi: 10.4103/2230-973X.177809.","Khodaverdi E","Int J Pharm Investig","2016","2016/04/07","PMC4797491","","10.4103/2230-973X.177809"
"28472680","Novel model of orthotopic U-87 MG glioblastoma resection in athymic nude mice","Bianco J, Bastiancich C, Joudiou N, Gallez B, des Rieux A, Danhier F.","J Neurosci Methods. 2017 Jun 1;284:96-102. doi: 10.1016/j.jneumeth.2017.04.019. Epub 2017 May 2.","Bianco J","J Neurosci Methods","2017","2017/05/05","","","10.1016/j.jneumeth.2017.04.019"
"25816881","Electrodeposited gels prepared from protein alloys","Lin Y, Wang S, Chen Y, Wang Q, Burke KA, Spedden EM, Staii C, Weiss AS, Kaplan DL.","Nanomedicine (Lond). 2015;10(5):803-14. doi: 10.2217/nnm.14.230.","Lin Y","Nanomedicine (Lond)","2015","2015/03/31","PMC4382808","NIHMS675110","10.2217/nnm.14.230"
"8718937","Glass-ionomer cements based on poly(acrylic acid-co-vinyl alcohol) in drug release model formulations","Lindsjö MC, Ekman KB, Näsman JH.","Biomaterials. 1996 May;17(9):913-9. doi: 10.1016/0142-9612(96)83287-x.","Lindsjö MC","Biomaterials","1996","1996/05/01","","","10.1016/0142-9612(96)83287-x"
"37907952","Dual-drug (Curcumin/Ciprofloxacin) loading and release from chitosan-based hydrogels embedded with magnetic Montmorillonite/Hyaluronic acid for enhancing wound healing","Sayyar Z, Mahdavinia GR, Khataee A.","J Biol Eng. 2023 Oct 31;17(1):66. doi: 10.1186/s13036-023-00385-1.","Sayyar Z","J Biol Eng","2023","2023/11/01","PMC10619246","","10.1186/s13036-023-00385-1"
"21656074","Bioengineering the infarcted heart by applying bio-inspired materials","Ruvinov E, Harel-Adar T, Cohen S.","J Cardiovasc Transl Res. 2011 Oct;4(5):559-74. doi: 10.1007/s12265-011-9288-9. Epub 2011 Jun 8.","Ruvinov E","J Cardiovasc Transl Res","2011","2011/06/10","","","10.1007/s12265-011-9288-9"
"37692374","Magneto-responsive hyaluronan hydrogel for hyperthermia and bioprinting: Magnetic, rheological properties and biocompatibility","Vítková L, Kazantseva N, Musilová L, Smolka P, Valášková K, Kocourková K, Humeník M, Minařík A, Humpolíček P, Mráček A, Smolková I.","APL Bioeng. 2023 Sep 7;7(3):036113. doi: 10.1063/5.0147181. eCollection 2023 Sep.","Vítková L","APL Bioeng","2023","2023/09/11","PMC10491462","","10.1063/5.0147181"
"20408649","Design, synthesis, and degradation studies of new enzymatically erodible poly(hydroxyethyl methacrylate)/poly(ethylene oxide) hydrogels","Khelfallah NS, Decher G, Mésini PJ.","Biointerphases. 2007 Dec;2(4):131-5. doi: 10.1116/1.2799034.","Khelfallah NS","Biointerphases","2007","2010/04/23","","","10.1116/1.2799034"
"27990693","Redox-Responsive Molecular Systems and Materials","Fukino T, Yamagishi H, Aida T.","Adv Mater. 2017 Jul;29(25). doi: 10.1002/adma.201603888. Epub 2016 Dec 19.","Fukino T","Adv Mater","2017","2016/12/20","","","10.1002/adma.201603888"
"31003517","Theoretical Importance of PVP-Alginate Hydrogels Structure on Drug Release Kinetics","Abrami M, Marizza P, Zecchin F, Bertoncin P, Marson D, Lapasin R, de Riso F, Posocco P, Grassi G, Grassi M.","Gels. 2019 Apr 18;5(2):22. doi: 10.3390/gels5020022.","Abrami M","Gels","2019","2019/04/21","PMC6630402","","10.3390/gels5020022"
"32711195","Kinetics of the thermal response of poly(N-isopropylacrylamide co methacrylic acid) hydrogel microparticles under different environmental stimuli: A time-lapse NMR study","Martinez-Moro M, Jenczyk J, Giussi JM, Jurga S, Moya SE.","J Colloid Interface Sci. 2020 Nov 15;580:439-448. doi: 10.1016/j.jcis.2020.07.049. Epub 2020 Jul 15.","Martinez-Moro M","J Colloid Interface Sci","2020","2020/07/26","","","10.1016/j.jcis.2020.07.049"
"41455563","Stimuli-responsive smart nanocarriers for skin drug delivery","Abdoh A, Imran M, Al-Smadi K, Kaur H, Ali M, Kumeria T, Mohammed Y.","Int J Pharm. 2025 Dec 25;691:126534. doi: 10.1016/j.ijpharm.2025.126534. Online ahead of print.","Abdoh A","Int J Pharm","2025","2025/12/27","","","10.1016/j.ijpharm.2025.126534"
"41002516","Amphiphilic Thermoresponsive Triblock PLA-PEG-PLA and Diblock mPEG-PLA Copolymers for Controlled Deferoxamine Delivery","Bikiaris ND, Malini E, Christodoulou E, Klonos PA, Kyritsis A, Galaris A, Pantopoulos K.","Gels. 2025 Sep 15;11(9):742. doi: 10.3390/gels11090742.","Bikiaris ND","Gels","2025","2025/09/26","PMC12469683","","10.3390/gels11090742"
"37893261","Biomedical Applications of Deformable Hydrogel Microrobots","Cao Q, Chen W, Zhong Y, Ma X, Wang B.","Micromachines (Basel). 2023 Sep 24;14(10):1824. doi: 10.3390/mi14101824.","Cao Q","Micromachines (Basel)","2023","2023/10/28","PMC10609176","","10.3390/mi14101824"
"29313018","Nanoengineered thermoresponsive magnetic hydrogels for biomedical applications","Jalili NA, Muscarello M, Gaharwar AK.","Bioeng Transl Med. 2016 Oct 17;1(3):297-305. doi: 10.1002/btm2.10034. eCollection 2016 Sep.","Jalili NA","Bioeng Transl Med","2016","2018/01/10","PMC5689536","","10.1002/btm2.10034"
"29115351","A pure magnetite hydrogel: synthesis, properties and possible applications","Anastasova EI, Ivanovski V, Fakhardo AF, Lepeshkin AI, Omar S, Drozdov AS, Vinogradov VV.","Soft Matter. 2017 Nov 22;13(45):8651-8660. doi: 10.1039/c7sm01702b.","Anastasova EI","Soft Matter","2017","2017/11/09","","","10.1039/c7sm01702b"
"39224645","A superporous and pH-sensitive hydrogel from Salvia hispanica (chia) seeds: stimuli responsiveness, on-off switching, and pharmaceutical applications","Khatoon M, Ali A, Hussain MA, Haseeb MT, Sher M, Alsaidan OA, Muhammad G, Hussain SZ, Hussain I, Bukhari SNA.","RSC Adv. 2024 Sep 2;14(38):27764-27776. doi: 10.1039/d4ra04770b. eCollection 2024 Aug 29.","Khatoon M","RSC Adv","2024","2024/09/03","PMC11367392","","10.1039/d4ra04770b"
"35025221","Synthesis of Gelatin-Based Dual-Targeted Nanoparticles of Betulinic Acid for Antitumor Therapy","Lu S, Fan X, Wang H, Zhao Y, Zhao W, Li M, Lv R, Wang T, Sun T.","ACS Appl Bio Mater. 2020 Jun 15;3(6):3518-3525. doi: 10.1021/acsabm.9b01204. Epub 2020 May 15.","Lu S","ACS Appl Bio Mater","2020","2022/01/13","","","10.1021/acsabm.9b01204"
"36876052","Towards 4D printing in pharmaceutics","Gazzaniga A, Foppoli A, Cerea M, Palugan L, Cirilli M, Moutaharrik S, Melocchi A, Maroni A.","Int J Pharm X. 2023 Feb 20;5:100171. doi: 10.1016/j.ijpx.2023.100171. eCollection 2023 Dec.","Gazzaniga A","Int J Pharm X","2023","2023/03/06","PMC9982600","","10.1016/j.ijpx.2023.100171"
"41590038","Thermo-Responsive Smart Hydrogels: Molecular Engineering, Dynamic Cross-Linking Strategies, and Therapeutics Applications","Yadav J, Chahal S, Kumar P, Kumar C.","Gels. 2025 Dec 23;12(1):12. doi: 10.3390/gels12010012.","Yadav J","Gels","2025","2026/01/27","PMC12840686","","10.3390/gels12010012"
"39605750","Magnetically driven hydrogel microrobots for enhancing the therapeutic effect of anlotinib on osteosarcoma","Wang H, Jiang H, Tao Y, Yang B, Shen J, Mu H, Wang C, Yang X, Cai Z, Li M, Sun W, Yang L, Sun M.","Front Bioeng Biotechnol. 2024 Nov 13;12:1409988. doi: 10.3389/fbioe.2024.1409988. eCollection 2024.","Wang H","Front Bioeng Biotechnol","2024","2024/11/28","PMC11600141","","10.3389/fbioe.2024.1409988"
"35386339","Magnetically responsive nanofibrous ceramic scaffolds for on-demand motion and drug delivery","Zhang Y, Li J, Habibovic P.","Bioact Mater. 2022 Mar 5;15:372-381. doi: 10.1016/j.bioactmat.2022.02.028. eCollection 2022 Sep.","Zhang Y","Bioact Mater","2022","2022/04/07","PMC8958423","","10.1016/j.bioactmat.2022.02.028"
"21630632","Self-assembly and photo-cross-linking of eight-armed PEG-PTMC star block copolymers","Buwalda SJ, Perez LB, Teixeira S, Calucci L, Forte C, Feijen J, Dijkstra PJ.","Biomacromolecules. 2011 Jul 11;12(7):2746-54. doi: 10.1021/bm200515h. Epub 2011 Jun 13.","Buwalda SJ","Biomacromolecules","2011","2011/06/03","","","10.1021/bm200515h"
"37600316","Functional drug-delivery hydrogels for oral and maxillofacial wound healing","Hao M, Wang D, Duan M, Kan S, Li S, Wu H, Xiang J, Liu W.","Front Bioeng Biotechnol. 2023 Aug 3;11:1241660. doi: 10.3389/fbioe.2023.1241660. eCollection 2023.","Hao M","Front Bioeng Biotechnol","2023","2023/08/21","PMC10434880","","10.3389/fbioe.2023.1241660"
"41089722","Smart biomaterials in restorative dentistry: Recent advances and future perspectives","Sun J, Jiang J, Huang Z, Ma X, Shen T, Pan J, Bi Z.","Mater Today Bio. 2025 Sep 29;35:102349. doi: 10.1016/j.mtbio.2025.102349. eCollection 2025 Dec.","Sun J","Mater Today Bio","2025","2025/10/15","PMC12517093","","10.1016/j.mtbio.2025.102349"
"35596334","Enhanced Pulsatile Drug Release from Injectable Magnetic Hydrogels with Embedded Thermosensitive Microgels","Campbell S, Maitland D, Hoare T.","ACS Macro Lett. 2015 Mar 17;4(3):312-316. doi: 10.1021/acsmacrolett.5b00057. Epub 2015 Feb 20.","Campbell S","ACS Macro Lett","2015","2022/05/21","","","10.1021/acsmacrolett.5b00057"
"37274761","Engineered Protein-Iron Oxide Hybrid Biomaterial for MRI-traceable Drug Encapsulation","Hill LK, Britton D, Jihad T, Punia K, Xie X, Delgado-Fukushima E, Liu CF, Mishkit O, Liu C, Hu C, Meleties M, Renfrew PD, Bonneau R, Wadghiri YZ, Montclare JK.","Mol Syst Des Eng. 2022 Aug 1;7(8):915-932. doi: 10.1039/d2me00002d. Epub 2022 May 6.","Hill LK","Mol Syst Des Eng","2022","2023/06/05","PMC10237276","NIHMS1830450","10.1039/d2me00002d"
"39439833","Porous hydrogel microspheres with excellent temperature-sensitive, magnetic and fluorescent properties for drug delivery","Tang S, He C, Zhu H, Wen Z, Zhang X, Liu Q, Tang B, Xia T, Yang C.","RSC Adv. 2024 Oct 22;14(45):33449-33458. doi: 10.1039/d4ra04593a. eCollection 2024 Oct 17.","Tang S","RSC Adv","2024","2024/10/23","PMC11495152","","10.1039/d4ra04593a"
"35808616","Self-Healing Chitosan Hydrogels: Preparation and Rheological Characterization","Craciun AM, Morariu S, Marin L.","Polymers (Basel). 2022 Jun 24;14(13):2570. doi: 10.3390/polym14132570.","Craciun AM","Polymers (Basel)","2022","2022/07/09","PMC9268889","","10.3390/polym14132570"
"40547321","Smart coacervate microdroplets: biomimetic design, material innovations, and emerging applications in biomacromolecule delivery","Ding B, Jiang W, Ouyang T, Xu H.","Bioact Mater. 2025 Jun 10;52:244-270. doi: 10.1016/j.bioactmat.2025.06.016. eCollection 2025 Oct.","Ding B","Bioact Mater","2025","2025/06/23","PMC12182315","","10.1016/j.bioactmat.2025.06.016"
"29170417","Remotely Triggered Locomotion of Hydrogel Mag-bots in Confined Spaces","Shen T, Font MG, Jung S, Gabriel ML, Stoykovich MP, Vernerey FJ.","Sci Rep. 2017 Nov 23;7(1):16178. doi: 10.1038/s41598-017-16265-w.","Shen T","Sci Rep","2017","2017/11/25","PMC5701057","","10.1038/s41598-017-16265-w"
"32905438","Soy Protein-Based Hydrogel under Microwave-Induced Grafting of Acrylic Acid and 4-(4-Hydroxyphenyl)butanoic Acid: A Potential Vehicle for Controlled Drug Delivery in Oral Cavity Bacterial Infections","Mehra S, Nisar S, Chauhan S, Singh V, Rattan S.","ACS Omega. 2020 Aug 19;5(34):21610-21622. doi: 10.1021/acsomega.0c02287. eCollection 2020 Sep 1.","Mehra S","ACS Omega","2020","2020/09/09","PMC7469417","","10.1021/acsomega.0c02287"
"36364649","Role of Iron Oxide (Fe(2)O(3)) Nanocomposites in Advanced Biomedical Applications: A State-of-the-Art Review","Pourmadadi M, Rahmani E, Shamsabadipour A, Mahtabian S, Ahmadi M, Rahdar A, Díez-Pascual AM.","Nanomaterials (Basel). 2022 Nov 2;12(21):3873. doi: 10.3390/nano12213873.","Pourmadadi M","Nanomaterials (Basel)","2022","2022/11/11","PMC9653814","","10.3390/nano12213873"
"41539608","Adaptive smart hydrogels driving precision bone healing in pathological contexts","Huang H, Xiao T, Li Y, Ning C, Tan G, Zhou L.","J Control Release. 2026 Jan 13;391:114617. doi: 10.1016/j.jconrel.2026.114617. Online ahead of print.","Huang H","J Control Release","2026","2026/01/15","","","10.1016/j.jconrel.2026.114617"
"35493020","One-step dry synthesis of an iron based nano-biocomposite for controlled release of drugs","Varghese S, Chaudhary JP, Ghoroi C.","RSC Adv. 2020 Apr 1;10(23):13394-13404. doi: 10.1039/d0ra01133a. eCollection 2020 Apr 1.","Varghese S","RSC Adv","2020","2022/05/02","PMC9051537","","10.1039/d0ra01133a"
"37274004","3D-printed PNAGA thermosensitive hydrogelbased microrobots: An effective cancer therapy by temperature-triggered drug release","Zhou Y, Ye M, Zhao H, Wang X.","Int J Bioprint. 2023 Mar 15;9(3):709. doi: 10.18063/ijb.709. eCollection 2023.","Zhou Y","Int J Bioprint","2023","2023/06/05","PMC10236329","","10.18063/ijb.709"
"39900356","Chemical Conjugation of Iron Oxide Nanoparticles for the Development of Magnetically Directable Silk Particles","Marini AX, Tomaraei GN, Weinbaum JS, Bedewy M, Vorp DA.","ACS Appl Mater Interfaces. 2025 Feb 12;17(6):8901-8913. doi: 10.1021/acsami.4c17536. Epub 2025 Feb 3.","Marini AX","ACS Appl Mater Interfaces","2025","2025/02/03","PMC11826889","","10.1021/acsami.4c17536"
"39057494","Micelle-Containing Hydrogels and Their Applications in Biomedical Research","Wu J, Li H, Zhang N, Zheng Q.","Gels. 2024 Jul 17;10(7):471. doi: 10.3390/gels10070471.","Wu J","Gels","2024","2024/07/26","PMC11276039","","10.3390/gels10070471"
"31369016","Glioma-targeted dual functionalized thermosensitive Ferri-liposomes for drug delivery through an in vitro blood-brain barrier","Shi D , Mi G , Shen Y , Webster TJ .","Nanoscale. 2019 Aug 15;11(32):15057-15071. doi: 10.1039/c9nr03931g.","Shi D","Nanoscale","2019","2019/08/02","","","10.1039/c9nr03931g"
"31784535","Hydrogen bond guidance and aromatic stacking drive liquid-liquid phase separation of intrinsically disordered histidine-rich peptides","Gabryelczyk B, Cai H, Shi X, Sun Y, Swinkels PJM, Salentinig S, Pervushin K, Miserez A.","Nat Commun. 2019 Nov 29;10(1):5465. doi: 10.1038/s41467-019-13469-8.","Gabryelczyk B","Nat Commun","2019","2019/12/01","PMC6884462","","10.1038/s41467-019-13469-8"
"41260386","Exosome-mediated macrophage regulation in abdominal aortic aneurysm treatment","He H, Liu H, Yang P, Zhou Y, Huang J, Ye P, Xia J.","Life Sci. 2026 Jan 1;384:124088. doi: 10.1016/j.lfs.2025.124088. Epub 2025 Nov 17.","He H","Life Sci","2026","2025/11/19","","","10.1016/j.lfs.2025.124088"
"40699389","Transformative bioprinting: 4D printing and its role in the evolution of engineering and personalized medicine","Mathur V, Agarwal P, Kasturi M, Varadharajan S, Devi ES, Vasanthan KS.","Discov Nano. 2025 Jul 23;20(1):118. doi: 10.1186/s11671-025-04230-w.","Mathur V","Discov Nano","2025","2025/07/23","PMC12287505","","10.1186/s11671-025-04230-w"
